r_imm,r_del,delay,choice,p_imm,condition,rt,subject_id,run_type,log_rt
1.08,5.0,365.0,1,0.5,1.0,1361.1,Subj_84,test,7.216048475338027
0.01,5.0,9.0,0,0.2,1.0,1462.8,Subj_84,test,7.288107686275226
50.839999999999996,100.0,90.0,0,0.8,1.0,1848.5,Subj_84,test,7.522129778376686
2.07,10.0,90.0,0,0.3,1.0,2870.2,Subj_84,test,7.9621369927368315
4.02,20.0,180.0,0,0.3,1.0,1909.1,Subj_84,test,7.554387205800613
4.99,5.0,365.0,1,0.9,1.0,1822.9,Subj_84,test,7.508183918538876
16.24,20.0,30.0,1,0.7,1.0,2417.7,Subj_84,test,7.790571953998575
34.32,100.0,180.0,0,0.6,1.0,1259.9,Subj_84,test,7.138787631716584
0.01,5.0,7.0,0,0.1,1.0,1096.4,Subj_84,test,6.999787364428631
0.01,5.0,9.0,0,0.2,1.0,1488.9,Subj_84,test,7.305792871261505
66.98,100.0,30.0,1,0.4,1.0,2074.5,Subj_84,test,7.637475439772922
28.84,100.0,180.0,0,0.2,1.0,1769.4,Subj_84,test,7.478395785049286
17.89,20.0,30.0,1,0.8,1.0,1387.3,Subj_84,test,7.23511469108668
2.59,20.0,90.0,0,0.1,1.0,1361.8,Subj_84,test,7.216562633048866
65.61999999999999,100.0,30.0,1,0.3,1.0,1847.9,Subj_84,test,7.52180513818338
9.99,10.0,53.0,1,0.8,1.0,1887.9,Subj_84,test,7.5432203792009975
49.99,50.0,8.0,1,0.9,1.0,1148.5,Subj_84,test,7.046212022129153
19.99,20.0,8.0,1,0.7,1.0,1332.3,Subj_84,test,7.1946620509661665
9.99,10.0,22.0,1,0.7,1.0,1591.3,Subj_84,test,7.372306571216138
5.37,20.0,180.0,0,0.4,1.0,1296.9,Subj_84,test,7.167732080341696
19.130000000000003,50.0,180.0,0,0.7,1.0,2155.0,Subj_84,test,7.675546002537848
0.01,10.0,110.0,0,0.2,1.0,1688.3,Subj_84,test,7.431477384483148
40.839999999999996,50.0,30.0,1,0.9,1.0,1323.7,Subj_84,test,7.188186124719725
49.190000000000005,100.0,90.0,0,0.7,1.0,1636.5,Subj_84,test,7.400315093941235
3.3099999999999996,10.0,180.0,0,0.5,1.0,1813.1,Subj_84,test,7.502793366431763
14.88,20.0,30.0,1,0.6,1.0,1417.0,Subj_84,test,7.256297239690681
16.04,20.0,90.0,1,0.9,1.0,1639.3,Subj_84,test,7.40202460043241
35.349999999999994,50.0,30.0,1,0.6,1.0,1812.8,Subj_84,test,7.502627890273742
17.779999999999998,50.0,180.0,0,0.6,1.0,1878.7,Subj_84,test,7.538335327273253
27.54,50.0,90.0,0,0.8,1.0,1566.4,Subj_84,test,7.356535271776246
20.45,100.0,365.0,0,0.4,1.0,1525.5,Subj_84,test,7.3300775041567245
20.7,50.0,90.0,0,0.3,1.0,1725.1,Subj_84,test,7.453040298799698
0.71,10.0,180.0,0,0.3,1.0,2278.7,Subj_84,test,7.7313603838980605
31.84,100.0,180.0,0,0.4,1.0,1650.3,Subj_84,test,7.408712368549522
0.01,10.0,31.0,0,0.1,1.0,1865.7,Subj_84,test,7.5313915967779534
1.09,5.0,90.0,1,0.4,1.0,2412.5,Subj_84,test,7.788418833213141
39.87,100.0,90.0,0,0.1,1.0,1634.1,Subj_84,test,7.398847473057739
8.58,20.0,365.0,1,0.8,1.0,2607.3,Subj_84,test,7.866070482111525
10.84,50.0,365.0,0,0.5,1.0,1327.4,Subj_84,test,7.190977420711825
87.61999999999999,100.0,7.0,1,0.5,1.0,2889.9,Subj_84,test,7.968977178431688
34.11,50.0,30.0,1,0.5,1.0,2611.1,Subj_84,test,7.867526867467828
61.49,100.0,30.0,0,0.1,1.0,1135.6,Subj_84,test,7.034916424598816
72.46000000000001,100.0,30.0,0,0.8,1.0,1839.8,Subj_84,test,7.517412149043057
0.01,10.0,31.0,0,0.1,1.0,1431.0,Subj_84,test,7.266128779556451
2.04,10.0,7.0,0,0.1,1.0,1934.9,Subj_84,test,7.567810924541883
88.86,100.0,7.0,1,0.6,1.0,2211.1,Subj_84,test,7.70124540823811
69.46000000000001,100.0,30.0,0,0.6,1.0,2515.3,Subj_84,test,7.830147359714268
0.01,5.0,7.0,0,0.1,1.0,1710.9,Subj_84,test,7.444774826830603
5.9,10.0,180.0,1,0.7,1.0,3279.1,Subj_84,test,8.095324273482396
10.56,20.0,90.0,0,0.6,1.0,1797.8,Subj_84,test,7.494318974139299
94.34,100.0,7.0,0,0.9,1.0,1167.7,Subj_84,test,7.062791281081669
9.6,50.0,365.0,0,0.4,1.0,1401.1,Subj_84,test,7.245012921377186
74.94000000000001,100.0,30.0,0,0.9,1.0,2519.6,Subj_84,test,7.831855437747774
8.08,20.0,90.0,0,0.4,1.0,1869.8,Subj_84,test,7.533586752257215
16.57,50.0,90.0,0,0.1,1.0,1576.8,Subj_84,test,7.36315275583851
86.36999999999999,100.0,7.0,0,0.4,1.0,1997.7,Subj_84,test,7.599751797784687
5.58,10.0,30.0,1,0.4,1.0,2087.4,Subj_84,test,7.643674551385951
14.96,100.0,365.0,0,0.1,1.0,1566.1,Subj_84,test,7.356343731472388
53.32,100.0,90.0,0,0.9,1.0,1473.7,Subj_84,test,7.295531524219217
2.07,10.0,180.0,0,0.4,1.0,1455.3,Subj_84,test,7.282967343919281
11.06,20.0,365.0,1,0.9,1.0,1466.3,Subj_84,test,7.290497499983034
10.860000000000001,20.0,180.0,0,0.8,1.0,2092.8,Subj_84,test,7.64625816126288
4.99,5.0,365.0,1,0.9,1.0,1286.3,Subj_84,test,7.159525159084669
9.99,10.0,184.0,1,0.9,1.0,1484.8,Subj_84,test,7.303035362031936
19.99,20.0,34.0,1,0.9,1.0,2142.7,Subj_84,test,7.66982199500668
31.52,50.0,30.0,0,0.3,1.0,2377.2,Subj_84,test,7.773678603492505
47.83,100.0,90.0,0,0.6,1.0,1494.9,Subj_84,test,7.309814593955469
7.859999999999999,20.0,180.0,0,0.6,1.0,1775.5,Subj_84,test,7.481837352383143
13.44,50.0,365.0,0,0.7,1.0,2657.1,Subj_84,test,7.884990581483647
17.52,20.0,7.0,1,0.5,1.0,1692.9,Subj_84,test,7.434198313643204
13.950000000000001,50.0,180.0,0,0.3,1.0,2088.5,Subj_84,test,7.64420138393723
0.01,10.0,274.0,0,0.3,1.0,1100.4,Subj_84,test,7.0034290290504195
10.8,20.0,7.0,0,0.1,1.0,1852.0,Subj_84,test,7.524021415206125
7.52,10.0,7.0,1,0.4,1.0,2331.9,Subj_84,test,7.754438664904284
7.55,10.0,180.0,1,0.8,1.0,1345.3,Subj_84,test,7.204372315491497
30.02,50.0,90.0,0,0.9,1.0,1838.4,Subj_84,test,7.516650907094491
15.09,50.0,365.0,0,0.8,1.0,3089.6,Subj_84,test,8.03579691167425
22.06,50.0,90.0,0,0.4,1.0,1928.5,Subj_84,test,7.564497777648283
3.4099999999999997,10.0,365.0,1,0.6,1.0,2460.4,Subj_84,test,7.808079217334213
16.279999999999998,20.0,7.0,1,0.4,1.0,1879.6,Subj_84,test,7.538814267228661
0.01,10.0,31.0,0,0.1,1.0,1253.8,Subj_84,test,7.133934218839868
4.99,5.0,365.0,1,0.8,1.0,1370.3,Subj_84,test,7.222784972952155
14.93,20.0,7.0,0,0.3,1.0,1729.4,Subj_84,test,7.45552980652633
0.41000000000000003,5.0,180.0,1,0.4,1.0,1862.1,Subj_84,test,7.529460162087717
17.45,100.0,365.0,0,0.2,1.0,1465.5,Subj_84,test,7.289951760150947
4.52,10.0,7.0,0,0.2,1.0,1995.1,Subj_84,test,7.598449453381016
2.17,10.0,365.0,1,0.5,1.0,2236.0,Subj_84,test,7.71244383427499
4.99,5.0,365.0,1,0.8,1.0,1622.9,Subj_84,test,7.391969951321836
4.99,5.0,365.0,1,0.9,1.0,1666.0,Subj_84,test,7.418180822726788
8.9,10.0,90.0,1,0.8,1.0,2200.6,Subj_84,test,7.696485329435812
6.619999999999999,20.0,180.0,0,0.5,1.0,2641.6,Subj_84,test,7.879140073165863
0.09,20.0,365.0,0,0.2,1.0,2873.2,Subj_84,test,7.963181670200647
4.99,5.0,365.0,1,0.8,1.0,1180.7,Subj_84,test,7.073862761913064
0.01,5.0,69.0,0,0.3,1.0,2021.2,Subj_84,test,7.6114466734177535
4.99,5.0,84.0,1,0.7,1.0,2545.4,Subj_84,test,7.842043087557947
4.34,20.0,365.0,0,0.5,1.0,2417.8,Subj_84,test,7.790613314767891
4.25,5.0,180.0,1,0.7,1.0,1702.1,Subj_84,test,7.439618061813928
4.99,5.0,365.0,1,0.8,1.0,1171.4,Subj_84,test,7.065954893655682
6.6,50.0,365.0,0,0.2,1.0,1530.7,Subj_84,test,7.333480426097662
0.8200000000000001,5.0,30.0,0,0.3,1.0,1546.6,Subj_84,test,7.343814252174935
39.56,50.0,7.0,0,0.2,1.0,2237.5,Subj_84,test,7.7131144501490105
25.93,100.0,365.0,0,0.8,1.0,2741.8,Subj_84,test,7.9163699180018
4.55,10.0,180.0,1,0.6,1.0,2118.1,Subj_84,test,7.658274739399952
8.76,10.0,7.0,0,0.5,1.0,1630.0,Subj_84,test,7.396335293800808
5.9,10.0,90.0,0,0.6,1.0,1851.7,Subj_84,test,7.52385941504377
2.3299999999999996,5.0,365.0,1,0.6,1.0,1476.2,Subj_84,test,7.297226497335952
13.56,20.0,90.0,0,0.8,1.0,1641.4,Subj_84,test,7.403304815195611
0.01,5.0,7.0,0,0.1,1.0,1403.4,Subj_84,test,7.246653142818189
3.68,5.0,365.0,1,0.7,1.0,2496.5,Subj_84,test,7.822645029940664
3.4099999999999997,5.0,30.0,1,0.5,1.0,2811.5,Subj_84,test,7.941473427732256
4.38,5.0,7.0,0,0.5,1.0,1322.5,Subj_84,test,7.1872791637324545
0.01,10.0,110.0,0,0.2,1.0,1181.5,Subj_84,test,7.074540096626962
46.4,50.0,7.0,1,0.7,1.0,1310.1,Subj_84,test,7.177858749159625
6.92,20.0,30.0,0,0.1,1.0,1561.3,Subj_84,test,7.353274086547475
22.93,100.0,365.0,0,0.6,1.0,1668.4,Subj_84,test,7.4196203623227905
3.14,5.0,7.0,1,0.4,1.0,2274.0,Subj_84,test,7.729295674310482
0.1,10.0,30.0,0,0.1,1.0,1927.3,Subj_84,test,7.563875338705006
9.32,20.0,90.0,0,0.5,1.0,2925.8,Subj_84,test,7.981323226543986
30.49,100.0,180.0,0,0.3,1.0,1467.5,Subj_84,test,7.291315551702252
13.639999999999999,20.0,30.0,0,0.5,1.0,2947.1,Subj_84,test,7.98857691497502
9.209999999999999,20.0,180.0,1,0.7,1.0,1643.9,Subj_84,test,7.4048267465154645
46.59,100.0,90.0,0,0.5,1.0,2204.7,Subj_84,test,7.698346724202935
4.92,5.0,90.0,1,0.7,1.0,1567.0,Subj_84,test,7.356918242356021
0.14,5.0,7.0,0,0.2,1.0,1807.7,Subj_84,test,7.499810597980809
16.54,50.0,180.0,0,0.5,1.0,3483.1,Subj_84,test,8.155677980835275
80.89,100.0,7.0,0,0.1,1.0,1231.4,Subj_84,test,7.11590701247711
11.05,20.0,30.0,0,0.3,1.0,2651.9,Subj_84,test,7.883031643204163
4.99,5.0,365.0,1,0.9,1.0,1309.4,Subj_84,test,7.177324296006991
0.01,20.0,174.0,0,0.1,1.0,994.2,Subj_84,test,6.901938393660572
0.01,5.0,294.0,0,0.4,1.0,1576.0,Subj_84,test,7.362645270417825
39.809999999999995,100.0,180.0,0,0.9,1.0,2439.6,Subj_84,test,7.799589370422301
1.74,20.0,365.0,1,0.3,1.0,2960.8,Subj_84,test,7.993214781071947
20.779999999999998,50.0,180.0,0,0.8,1.0,1924.9,Subj_84,test,7.56262929732059
83.36999999999999,100.0,7.0,0,0.2,1.0,1315.6,Subj_84,test,7.1820481143149015
85.02,100.0,7.0,0,0.3,1.0,1368.3,Subj_84,test,7.221324372385764
33.08,100.0,180.0,0,0.5,1.0,1594.8,Subj_84,test,7.3745036155072
19.99,20.0,34.0,1,0.9,1.0,2044.4,Subj_84,test,7.622859626894124
29.87,50.0,30.0,0,0.2,1.0,2275.0,Subj_84,test,7.729735331385051
25.89,50.0,90.0,0,0.7,1.0,1967.3,Subj_84,test,7.58441732328222
42.57,50.0,7.0,1,0.4,1.0,3152.1,Subj_84,test,8.055824176362838
4.99,5.0,365.0,1,0.8,1.0,1523.9,Subj_84,test,7.329028117295815
19.99,20.0,16.0,1,0.8,1.0,1783.6,Subj_84,test,7.4863890727533215
12.4,20.0,30.0,0,0.4,1.0,1915.4,Subj_84,test,7.5576817570875185
13.34,20.0,180.0,1,0.9,1.0,3210.8,Subj_84,test,8.074275406257422
8.06,10.0,30.0,1,0.6,1.0,2615.5,Subj_84,test,7.869210562810665
12.09,50.0,365.0,0,0.6,1.0,2233.8,Subj_84,test,7.711459450106727
6.930000000000001,20.0,365.0,0,0.7,1.0,2680.3,Subj_84,test,7.893684007538562
0.01,5.0,9.0,0,0.2,1.0,2896.1,Subj_84,test,7.971120283296187
6.17,10.0,7.0,0,0.3,1.0,1378.3,Subj_84,test,7.228606134700393
37.08,50.0,7.0,0,0.1,1.0,1621.8,Subj_84,test,7.391291922510457
32.87,50.0,30.0,0,0.4,1.0,2647.7,Subj_84,test,7.881446617587397
0.01,5.0,7.0,0,0.1,1.0,1353.5,Subj_84,test,7.210449109054355
45.349999999999994,100.0,90.0,0,0.4,1.0,1961.6,Subj_84,test,7.581515745741892
36.7,50.0,30.0,0,0.7,1.0,2014.0,Subj_84,test,7.607878073278507
8.25,50.0,365.0,0,0.3,1.0,1510.7,Subj_84,test,7.320328398549679
3.1,20.0,365.0,0,0.4,1.0,1520.1,Subj_84,test,7.326531401149974
48.05,50.0,7.0,0,0.8,1.0,1597.7,Subj_84,test,7.376320374033526
4.99,5.0,84.0,1,0.7,1.0,1864.6,Subj_84,test,7.530801831862593
9.4,20.0,30.0,0,0.2,1.0,2404.5,Subj_84,test,7.785097260717717
8.89,10.0,365.0,1,0.9,1.0,1382.5,Subj_84,test,7.23164873339649
35.67,100.0,180.0,0,0.7,1.0,2594.5,Subj_84,test,7.861149098807794
9.42,10.0,30.0,1,0.7,1.0,1904.2,Subj_84,test,7.551817251851591
1.79,5.0,7.0,0,0.3,1.0,1974.6,Subj_84,test,7.5881211251773495
15.3,50.0,180.0,0,0.4,1.0,1832.4,Subj_84,test,7.513381862012587
43.809999999999995,50.0,7.0,1,0.5,1.0,4121.3,Subj_84,test,8.323923926553777
18.759999999999998,20.0,7.0,0,0.6,1.0,1678.8,Subj_84,test,7.425834531459436
7.25,10.0,90.0,1,0.7,1.0,1691.7,Subj_84,test,7.433489219481246
9.99,10.0,8.0,1,0.6,1.0,1630.6,Subj_84,test,7.3967033242288105
3.42,10.0,90.0,0,0.4,1.0,2521.3,Subj_84,test,7.832529920504602
2.3299999999999996,5.0,90.0,1,0.5,1.0,3182.3,Subj_84,test,8.06535948478046
0.42000000000000004,10.0,90.0,0,0.2,1.0,1834.3,Subj_84,test,7.514418216320305
17.57,50.0,365.0,0,0.9,1.0,2803.9,Subj_84,test,7.93876658418044
2.17,5.0,30.0,0,0.4,1.0,1379.9,Subj_84,test,7.229766311757508
9.99,10.0,184.0,1,0.9,1.0,1696.5,Subj_84,test,7.436322584224285
41.21,50.0,7.0,0,0.3,1.0,2572.7,Subj_84,test,7.852711210070057
90.21000000000001,100.0,7.0,0,0.7,1.0,1241.9,Subj_84,test,7.124397743953987
9.99,10.0,53.0,1,0.8,1.0,1435.6,Subj_84,test,7.2693381592734525
9.81,50.0,180.0,0,0.1,1.0,1381.3,Subj_84,test,7.2307803637059145
13.28,20.0,7.0,0,0.2,1.0,2560.8,Subj_84,test,7.848074988655654
9.99,10.0,184.0,1,0.9,1.0,1648.3,Subj_84,test,7.40749973273731
1.6500000000000001,5.0,180.0,1,0.5,1.0,3214.3,Subj_84,test,8.075364883571766
91.86,100.0,7.0,0,0.8,1.0,2525.5,Subj_84,test,7.834194341908107
0.93,10.0,365.0,0,0.4,1.0,1339.4,Subj_84,test,7.1999770314759495
21.69,100.0,365.0,0,0.5,1.0,1716.0,Subj_84,test,7.447751280047908
2.9,5.0,180.0,1,0.6,1.0,1856.2,Subj_84,test,7.526286666161292
27.38,50.0,30.0,0,0.1,1.0,1509.4,Subj_84,test,7.319467499850768
0.01,5.0,69.0,0,0.3,1.0,1738.8,Subj_84,test,7.460950499114637
5.07,20.0,90.0,0,0.2,1.0,2260.3,Subj_84,test,7.723252826819543
4.99,5.0,365.0,1,0.9,1.0,1260.2,Subj_84,test,7.1390257175079554
4.99,5.0,20.0,1,0.6,1.0,1186.7,Subj_84,test,7.078931624671093
9.99,10.0,184.0,1,0.9,1.0,1328.4,Subj_84,test,7.191730489502592
4.23,10.0,30.0,0,0.3,1.0,1868.5,Subj_84,test,7.532891248925538
0.01,5.0,7.0,0,0.1,1.0,1249.4,Subj_84,test,7.13041871505947
6.72,20.0,90.0,0,0.3,1.0,1632.0,Subj_84,test,7.397561535524052
6.819999999999999,10.0,30.0,1,0.5,1.0,2872.3,Subj_84,test,7.962868381537393
0.01,5.0,9.0,0,0.2,1.0,2219.8,Subj_84,test,7.70517238071788
42.349999999999994,100.0,90.0,0,0.2,1.0,4909.5,Subj_84,test,8.498927382609345
4.76,10.0,365.0,0,0.7,1.0,3095.9,Subj_84,test,8.037833934446368
11.91,20.0,90.0,0,0.7,1.0,1919.7,Subj_84,test,7.559924202813525
3.57,5.0,90.0,1,0.6,1.0,1805.3,Subj_84,test,7.498482061942612
44.0,100.0,90.0,0,0.3,1.0,1428.5,Subj_84,test,7.2643802216708275
24.54,50.0,90.0,0,0.6,1.0,1917.8,Subj_84,test,7.558933974719581
4.119999999999999,50.0,365.0,0,0.1,1.0,1030.1,Subj_84,test,6.937411163889648
19.05,50.0,90.0,0,0.2,1.0,1500.8,Subj_84,test,7.31375357825196
26.35,100.0,180.0,0,0.1,1.0,1181.6,Subj_84,test,7.07462473121717
12.3,50.0,180.0,0,0.2,1.0,1884.1,Subj_84,test,7.541205532283955
70.81,100.0,30.0,0,0.7,1.0,2049.5,Subj_84,test,7.625351139944392
19.1,100.0,365.0,0,0.3,1.0,1386.1,Subj_84,test,7.234249327219307
0.01,20.0,174.0,0,0.1,1.0,1246.0,Subj_84,test,7.1276936993473985
2.3699999999999997,20.0,180.0,0,0.2,1.0,1673.8,Subj_84,test,7.422851769598774
45.05,50.0,7.0,1,0.6,1.0,2089.7,Subj_84,test,7.644775793986052
0.01,5.0,69.0,0,0.3,1.0,1490.0,Subj_84,test,7.306531398939505
68.22,100.0,30.0,0,0.5,1.0,1220.1,Subj_84,test,7.106688101581288
2.58,10.0,30.0,0,0.2,1.0,1417.4,Subj_84,test,7.256579486376156
38.349999999999994,50.0,30.0,0,0.8,1.0,1779.9,Subj_84,test,7.484312461932707
5.58,20.0,365.0,0,0.6,1.0,2184.5,Subj_84,test,7.689142248391491
28.41,100.0,365.0,0,0.9,1.0,1611.0,Subj_84,test,7.384610383176974
23.27,50.0,180.0,0,0.9,1.0,1743.4,Subj_84,test,7.4635925085774755
23.3,50.0,90.0,0,0.5,1.0,1599.8,Subj_84,test,7.377633900414722
6.41,10.0,365.0,1,0.8,1.0,1506.7,Subj_84,test,7.317677107807243
4.6499999999999995,5.0,30.0,1,0.6,1.0,1219.6,Subj_84,test,7.1062782151140995
0.09,10.0,180.0,0,0.5,1.0,3180.4,Subj_85,train,8.064762254027329
21.51,100.0,365.0,0,0.5,1.0,2555.3,Subj_85,train,7.845924912574734
19.23,100.0,7.0,0,0.5,1.0,1721.0,Subj_85,train,7.450660796211539
1.08,5.0,365.0,1,0.5,1.0,3288.0,Subj_85,train,8.098034756176071
0.91,50.0,90.0,0,0.5,1.0,2339.4,Subj_85,train,7.757649765216606
9.350000000000001,10.0,7.0,1,0.5,1.0,1735.4,Subj_85,train,7.458993213359389
3.8499999999999996,20.0,7.0,0,0.5,1.0,1606.1,Subj_85,train,7.381564159068851
15.38,20.0,30.0,0,0.5,1.0,3315.1,Subj_85,train,8.1062430680775
16.95,20.0,180.0,1,0.5,1.0,2344.3,Subj_85,train,7.759742128855472
0.92,100.0,180.0,0,0.5,1.0,1909.1,Subj_85,train,7.554387205800613
9.96,10.0,365.0,1,0.5,1.0,2127.5,Subj_85,train,7.66270286044753
99.82,100.0,180.0,1,0.5,1.0,1504.9,Subj_85,train,7.316481729792673
8.47,10.0,180.0,1,0.5,1.0,2187.3,Subj_85,train,7.690423185480494
36.63,50.0,365.0,1,0.5,1.0,1730.9,Subj_85,train,7.4563967834323535
0.45,100.0,365.0,0,0.5,1.0,1266.4,Subj_85,train,7.1439335085668025
42.37,50.0,180.0,1,0.5,1.0,1433.7,Subj_85,train,7.268013794252222
38.46,50.0,30.0,0,0.5,1.0,3136.2,Subj_85,train,8.05076715494693
4.99,5.0,180.0,0,0.5,1.0,1737.9,Subj_85,train,7.460432766770688
91.74000000000001,100.0,90.0,1,0.5,1.0,1255.9,Subj_85,train,7.135607726024081
0.05,5.0,180.0,0,0.5,1.0,3320.4,Subj_85,train,8.10784053658088
46.730000000000004,50.0,7.0,0,0.5,1.0,2721.3,Subj_85,train,7.908864986289008
0.36,20.0,90.0,0,0.5,1.0,1819.0,Subj_85,train,7.506042178518122
0.96,5.0,7.0,0,0.5,1.0,1398.7,Subj_85,train,7.243298512785258
9.99,10.0,90.0,1,0.5,1.0,2203.7,Subj_85,train,7.697893044855711
9.93,10.0,7.0,1,0.5,1.0,1828.1,Subj_85,train,7.51103245511304
19.959999999999997,20.0,180.0,1,0.5,1.0,1692.1,Subj_85,train,7.433725640074581
3.66,5.0,365.0,1,0.5,1.0,1796.7,Subj_85,train,7.493706927938526
4.67,5.0,7.0,1,0.5,1.0,2653.1,Subj_85,train,7.883484046604904
45.87,50.0,90.0,1,0.5,1.0,2164.8,Subj_85,train,7.680083257416523
4.3,20.0,365.0,1,0.5,1.0,2869.6,Subj_85,train,7.961927926218073
10.75,50.0,365.0,1,0.5,1.0,3158.9,Subj_85,train,8.057979144713826
4.98,5.0,365.0,1,0.5,1.0,1223.0,Subj_85,train,7.109062135687172
9.99,10.0,30.0,1,0.5,1.0,1876.1,Subj_85,train,7.536950433049565
99.97,100.0,30.0,1,0.5,1.0,1671.8,Subj_85,train,7.421656169265056
5.26,100.0,30.0,0,0.5,1.0,2298.6,Subj_85,train,7.740055520934658
0.26,5.0,30.0,0,0.5,1.0,1483.1,Subj_85,train,7.301889770747917
1.92,10.0,7.0,0,0.5,1.0,1484.8,Subj_85,train,7.303035362031936
17.86,50.0,180.0,0,0.5,1.0,3645.2,Subj_85,train,8.201166512621972
76.92,100.0,30.0,0,0.5,1.0,3073.5,Subj_85,train,8.030572256347064
49.99,50.0,7.0,1,0.5,1.0,1287.2,Subj_85,train,7.160224595678174
18.35,20.0,90.0,1,0.5,1.0,1975.3,Subj_85,train,7.5884755645339546
18.69,20.0,7.0,0,0.5,1.0,1911.7,Subj_85,train,7.555748177534973
9.17,10.0,90.0,1,0.5,1.0,2023.6,Subj_85,train,7.612633382417781
0.09,5.0,90.0,0,0.5,1.0,2097.4,Subj_85,train,7.6484537614003045
0.46,50.0,180.0,0,0.5,1.0,2961.1,Subj_85,train,7.993316099905515
35.71,100.0,180.0,0,0.5,1.0,2833.7,Subj_85,train,7.949338557202024
9.98,10.0,180.0,1,0.5,1.0,1132.5,Subj_85,train,7.032182857357189
4.99,5.0,30.0,1,0.5,1.0,1045.1,Subj_85,train,6.951867853600458
99.3,100.0,7.0,1,0.5,1.0,1426.9,Subj_85,train,7.26325953793653
5.26,10.0,90.0,1,0.5,1.0,3123.9,Subj_85,train,8.04683750020396
1.05,20.0,30.0,0,0.5,1.0,1947.7,Subj_85,train,7.574404468235854
0.18,10.0,90.0,0,0.5,1.0,1976.1,Subj_85,train,7.588880484314757
2.63,5.0,90.0,1,0.5,1.0,3192.6,Subj_85,train,8.068590910830379
73.26,100.0,365.0,1,0.5,1.0,1399.8,Subj_85,train,7.2440846482554395
0.02,5.0,365.0,0,0.5,1.0,1074.6,Subj_85,train,6.979703778294721
1.79,5.0,180.0,1,0.5,1.0,2638.5,Subj_85,train,7.877965852845723
84.75,100.0,180.0,1,0.5,1.0,2217.8,Subj_85,train,7.704270992519116
99.64,100.0,365.0,1,0.5,1.0,1303.2,Subj_85,train,7.1725780572878355
2.15,10.0,365.0,1,0.5,1.0,2760.7,Subj_85,train,7.923239549742678
9.99,10.0,7.0,1,0.5,1.0,1163.3,Subj_85,train,7.059016072822721
49.99,50.0,30.0,1,0.5,1.0,2014.9,Subj_85,train,7.60832484535772
99.91000000000001,100.0,90.0,1,0.5,1.0,1036.9,Subj_85,train,6.943990771564232
14.65,20.0,365.0,1,0.5,1.0,1894.0,Subj_85,train,7.546446273746024
4.85,5.0,30.0,1,0.5,1.0,1153.0,Subj_85,train,7.050122520269059
7.33,10.0,365.0,1,0.5,1.0,1495.5,Subj_85,train,7.310215878070003
49.91,50.0,180.0,1,0.5,1.0,1562.5,Subj_85,train,7.354042381610556
7.14,20.0,180.0,1,0.5,1.0,2445.9,Subj_85,train,7.802168432336975
19.979999999999997,20.0,90.0,1,0.5,1.0,890.1999998,Subj_85,train,6.791446156357085
93.46000000000001,100.0,7.0,1,0.5,1.0,1161.4,Subj_85,train,7.05738145293795
9.62,50.0,7.0,0,0.5,1.0,1784.3,Subj_85,train,7.486781460437383
19.99,20.0,30.0,1,0.5,1.0,1346.6,Subj_85,train,7.20533817611118
97.09,100.0,30.0,1,0.5,1.0,1305.6,Subj_85,train,7.174417984209843
3.8499999999999996,5.0,30.0,0,0.5,1.0,1909.1,Subj_85,train,7.554387205800613
49.96,50.0,90.0,1,0.5,1.0,1105.8,Subj_85,train,7.008324333903833
0.09,20.0,365.0,0,0.5,1.0,1390.3,Subj_85,train,7.237274830175497
26.32,50.0,90.0,0,0.5,1.0,1648.5,Subj_85,train,7.407621062511786
7.6899999999999995,10.0,30.0,0,0.5,1.0,2104.3,Subj_85,train,7.6517381492445775
3.57,10.0,180.0,0,0.5,1.0,3140.6,Subj_85,train,8.052169143450854
49.82,50.0,365.0,1,0.5,1.0,1217.9,Subj_85,train,7.104883343093065
4.24,5.0,180.0,1,0.5,1.0,1610.7,Subj_85,train,7.384424146096634
0.18,20.0,180.0,0,0.5,1.0,1273.0,Subj_85,train,7.149131598557407
9.709999999999999,10.0,30.0,1,0.5,1.0,1238.0,Subj_85,train,7.121252453244542
4.59,5.0,90.0,1,0.5,1.0,1689.1,Subj_85,train,7.431951121686299
2.63,50.0,30.0,0,0.5,1.0,1838.3,Subj_85,train,7.516596510488826
99.99000000000001,100.0,7.0,1,0.5,1.0,1208.6,Subj_85,train,7.097217943927458
10.53,20.0,90.0,0,0.5,1.0,2256.2,Subj_85,train,7.72143726117082
48.54,50.0,30.0,1,0.5,1.0,1248.0,Subj_85,train,7.129297548929373
0.05,10.0,365.0,0,0.5,1.0,1312.5,Subj_85,train,7.179688994465779
1.82,100.0,90.0,0,0.5,1.0,1619.4,Subj_85,train,7.389810989252014
19.86,20.0,7.0,1,0.5,1.0,1826.7,Subj_85,train,7.510266339282638
19.419999999999998,20.0,30.0,1,0.5,1.0,1515.8,Subj_85,train,7.323698631377929
19.93,20.0,365.0,1,0.5,1.0,1432.2,Subj_85,train,7.266967002572839
0.23,50.0,365.0,0,0.5,1.0,1787.2,Subj_85,train,7.488405428314937
4.970000000000001,5.0,7.0,1,0.5,1.0,2479.1,Subj_85,train,7.81565087006791
19.99,20.0,7.0,1,0.5,1.0,1104.1,Subj_85,train,7.0067858024450915
0.53,10.0,30.0,0,0.5,1.0,1142.8,Subj_85,train,7.041236670356618
49.65,50.0,7.0,1,0.5,1.0,1266.2,Subj_85,train,7.143775568110026
